scaffold,start,end,mid,sites,pi_ST,pi_SR1,pi_SR2,dxy_ST_SR1,dxy_ST_SR2,dxy_SR1_SR2,Fst_ST_SR1,Fst_ST_SR2,Fst_SR1_SR2
ChrX_MullerAD,2200001,2300000,2245296,5002,0.1165,0.1209,0.0941,0.1212,0.125,0.1316,0.0086,0.0312,0.0706
ChrX_MullerAD,2300001,2400000,2344012,3951,0.1054,0.1075,0.0925,0.108,0.12,0.1216,0.006,0.0364,0.0697
ChrX_MullerAD,2400001,2500000,2456270,3709,0.1209,0.132,0.1202,0.1293,0.1447,0.1527,0.0093,0.036,0.0695
ChrX_MullerAD,2500001,2600000,2552925,3067,0.1402,0.1471,0.1409,0.1466,0.1691,0.1727,0.0083,0.0366,0.0665
ChrX_MullerAD,2600001,2700000,2653385,4435,0.1425,0.1486,0.1395,0.1485,0.1688,0.1754,0.0083,0.0353,0.0719
ChrX_MullerAD,2700001,2800000,2750974,4315,0.1311,0.1335,0.1107,0.1359,0.1443,0.1473,0.0108,0.0328,0.0663
ChrX_MullerAD,2800001,2900000,2848007,4221,0.146,0.1491,0.1321,0.1505,0.1612,0.1649,0.008,0.0278,0.057
ChrX_MullerAD,2900001,3000000,2946515,3459,0.1445,0.148,0.1255,0.1517,0.1618,0.1623,0.015,0.034,0.0608
ChrX_MullerAD,3000001,3100000,3020112,1679,0.1528,0.1544,0.1256,0.1565,0.1509,0.153,0.0077,0.0144,0.031
ChrX_MullerAD,3100001,3200000,3166352,2242,0.1681,0.1644,0.1481,0.1687,0.1806,0.1814,0.006,0.0248,0.0538
ChrX_MullerAD,3200001,3300000,3245876,2857,0.1513,0.1426,0.1254,0.1501,0.169,0.1646,0.0085,0.0372,0.074
ChrX_MullerAD,3300001,3400000,3357260,1695,0.1077,0.1068,0.092,0.1093,0.1124,0.1108,0.0079,0.0216,0.0384
ChrX_MullerAD,3400001,3500000,3451630,3727,0.1705,0.1739,0.1455,0.1768,0.1861,0.1916,0.0107,0.0304,0.0646
ChrX_MullerAD,3500001,3600000,3546934,3603,0.1557,0.1716,0.1423,0.1675,0.1843,0.189,0.0096,0.041,0.0656
ChrX_MullerAD,3600001,3700000,3650562,3827,0.1489,0.1573,0.138,0.1566,0.1755,0.1786,0.0093,0.039,0.0682
ChrX_MullerAD,3700001,3800000,3746926,3608,0.1298,0.1305,0.0842,0.1328,0.1262,0.1301,0.0082,0.0279,0.0644
ChrX_MullerAD,3800001,3900000,3852196,3872,0.1608,0.1644,0.1323,0.1664,0.1639,0.1694,0.0095,0.0201,0.0463
ChrX_MullerAD,3900001,4000000,3948416,2638,0.1551,0.1599,0.1216,0.1679,0.1657,0.1817,0.0261,0.0327,0.0894
ChrX_MullerAD,4000001,4100000,4048388,3605,0.1648,0.1533,0.1244,0.1687,0.1719,0.1791,0.0235,0.0309,0.0903
ChrX_MullerAD,4100001,4200000,4151435,3452,0.1257,0.1249,0.0844,0.1296,0.131,0.133,0.0136,0.0385,0.0816
ChrX_MullerAD,4200001,4300000,4254635,3095,0.1296,0.1209,0.1046,0.1285,0.1324,0.1313,0.0103,0.022,0.0541
ChrX_MullerAD,4300001,4400000,4351784,1889,0.1282,0.1232,0.096,0.132,0.1332,0.142,0.0196,0.0306,0.0912
ChrX_MullerAD,4400001,4500000,4454381,3005,0.1972,0.1919,0.1712,0.207,0.2155,0.2228,0.0252,0.0292,0.074
ChrX_MullerAD,4500001,4600000,4550251,3500,0.161,0.1647,0.1193,0.1686,0.1658,0.1729,0.0142,0.0297,0.0678
ChrX_MullerAD,4600001,4700000,4654450,4064,0.1481,0.1554,0.1161,0.1556,0.1649,0.1693,0.0103,0.0407,0.0767
ChrX_MullerAD,4700001,4800000,4749234,3513,0.1553,0.1574,0.1221,0.1587,0.1663,0.1689,0.0061,0.0329,0.066
ChrX_MullerAD,4800001,4900000,4852104,3682,0.1683,0.1748,0.1182,0.1763,0.1702,0.179,0.0112,0.03,0.0679
ChrX_MullerAD,4900001,5000000,4943689,3313,0.1409,0.1516,0.112,0.1514,0.1532,0.1651,0.0142,0.0349,0.0779
ChrX_MullerAD,5000001,5100000,5050601,3682,0.163,0.1729,0.1351,0.1713,0.1739,0.1848,0.0083,0.0282,0.0636
ChrX_MullerAD,5100001,5200000,5147042,3542,0.1479,0.1467,0.118,0.1508,0.149,0.1477,0.0095,0.0203,0.0382
ChrX_MullerAD,5200001,5300000,5245984,3638,0.168,0.1642,0.0954,0.1719,0.1774,0.1849,0.0138,0.0507,0.1185
ChrX_MullerAD,5300001,5400000,5361987,2062,0.0853,0.064,0.0268,0.0799,0.0733,0.06,0.026,0.0391,0.0867
ChrX_MullerAD,5400001,5500000,5456175,3424,0.0856,0.0604,0.0101,0.086,0.0882,0.0699,0.0627,0.0886,0.2045
ChrX_MullerAD,5500001,5600000,5544332,3265,0.1045,0.0892,0.0256,0.1162,0.1086,0.1141,0.0721,0.0779,0.2159
ChrX_MullerAD,5600001,5700000,5651168,3228,0.097,0.0594,0.0692,0.0991,0.1016,0.0845,0.0889,0.0355,0.1059
ChrX_MullerAD,5700001,5800000,5746914,5214,0.1237,0.1091,0.0258,0.1425,0.1431,0.1487,0.0809,0.1012,0.2466
ChrX_MullerAD,5800001,5900000,5850179,5081,0.1294,0.1264,0.0625,0.1496,0.1532,0.1608,0.0637,0.0804,0.1772
ChrX_MullerAD,5900001,6000000,5949276,5246,0.1754,0.1372,0.0107,0.2022,0.2005,0.1629,0.1012,0.1127,0.2297
ChrX_MullerAD,6000001,6100000,6049665,4746,0.1608,0.1495,0.0425,0.1944,0.1933,0.177,0.0913,0.1035,0.1901
ChrX_MullerAD,6100001,6200000,6152311,4228,0.1742,0.1321,0.0576,0.2078,0.206,0.1779,0.1195,0.0942,0.2074
ChrX_MullerAD,6200001,6300000,6245548,4006,0.153,0.1128,0.038,0.1758,0.1804,0.1507,0.1087,0.1011,0.2219
ChrX_MullerAD,6300001,6400000,6348855,4104,0.132,0.1027,0.0868,0.1489,0.1523,0.1495,0.0931,0.0593,0.1666
ChrX_MullerAD,6400001,6500000,6451956,4790,0.1501,0.0859,0.044,0.1672,0.165,0.1366,0.1307,0.0838,0.2541
ChrX_MullerAD,6500001,6600000,6551410,5244,0.149,0.1036,0.0314,0.1671,0.1726,0.1162,0.1077,0.1012,0.1685
ChrX_MullerAD,6600001,6700000,6645459,4261,0.1411,0.1027,0.0363,0.1541,0.1587,0.0924,0.0906,0.0913,0.0868
ChrX_MullerAD,6700001,6800000,6758396,3267,0.1306,0.1255,0.0685,0.1391,0.1432,0.1494,0.0335,0.0617,0.1445
ChrX_MullerAD,6800001,6900000,6835410,2439,0.1185,0.1044,0.0601,0.1196,0.1225,0.1106,0.0279,0.0523,0.0982
ChrX_MullerAD,6900001,7000000,6951666,3095,0.151,0.1557,0.0809,0.1719,0.1784,0.1662,0.0468,0.0751,0.1114
ChrX_MullerAD,7000001,7100000,7052766,4592,0.1346,0.1358,0.0526,0.1521,0.1521,0.1483,0.0481,0.0799,0.1437
ChrX_MullerAD,7100001,7200000,7149749,3530,0.1086,0.1003,0.0395,0.1239,0.1224,0.1032,0.0688,0.082,0.1227
ChrX_MullerAD,7200001,7300000,7251055,4475,0.1146,0.1216,0.0717,0.131,0.1272,0.1364,0.0428,0.0547,0.1156
ChrX_MullerAD,7300001,7400000,7349342,4851,0.1553,0.1548,0.0661,0.1828,0.1837,0.1824,0.0675,0.0856,0.1624
ChrX_MullerAD,7400001,7500000,7446363,3795,0.1821,0.0871,0.0767,0.1988,0.2028,0.1918,0.1427,0.0743,0.3197
ChrX_MullerAD,7500001,7600000,7552404,3554,0.1597,0.0927,0.0264,0.1764,0.1842,0.1604,0.1258,0.1046,0.3207
ChrX_MullerAD,7600001,7700000,7645648,4318,0.1878,0.1818,0.1055,0.2304,0.2508,0.2169,0.09,0.098,0.139
ChrX_MullerAD,7700001,7800000,7742174,3132,0.1625,0.1599,0.0641,0.1842,0.1847,0.1713,0.0544,0.0807,0.1347
ChrX_MullerAD,7800001,7900000,7842501,2533,0.1756,0.1562,0.0585,0.1815,0.1917,0.172,0.0356,0.0788,0.149
ChrX_MullerAD,7900001,8000000,7945084,4003,0.1863,0.1466,0.0078,0.2078,0.2159,0.1855,0.087,0.117,0.2549
ChrX_MullerAD,8000001,8100000,8056622,5179,0.1571,0.1638,0.0078,0.1805,0.1847,0.2104,0.0485,0.119,0.2607
ChrX_MullerAD,8100001,8200000,8148738,5709,0.153,0.165,0.0185,0.1792,0.1783,0.1818,0.0496,0.1108,0.1989
ChrX_MullerAD,8200001,8300000,8250894,5450,0.1221,0.1004,0.0049,0.1329,0.1409,0.119,0.0701,0.1163,0.2348
ChrX_MullerAD,8300001,8400000,8347751,4402,0.1316,0.0984,0.0091,0.1417,0.1369,0.1117,0.081,0.0948,0.2124
ChrX_MullerAD,8400001,8500000,8443210,4022,0.1359,0.1188,0.0176,0.1542,0.1628,0.1431,0.0765,0.1153,0.2211
ChrX_MullerAD,8500001,8600000,8556677,3398,0.0994,0.0902,0.0109,0.1148,0.1193,0.1428,0.077,0.1173,0.3171
ChrX_MullerAD,8600001,8700000,8653803,3563,0.1238,0.078,0.0146,0.1354,0.1409,0.1523,0.1115,0.1067,0.3774
ChrX_MullerAD,8700001,8800000,8750469,4633,0.1671,0.1362,0.0265,0.1889,0.1992,0.2116,0.0866,0.1115,0.2983
ChrX_MullerAD,8800001,8900000,8849021,3863,0.1424,0.1201,0.0071,0.1574,0.1635,0.1447,0.0722,0.1146,0.238
ChrX_MullerAD,8900001,9000000,8950530,4414,0.1552,0.0888,0.0108,0.1705,0.1725,0.0902,0.1254,0.1067,0.1713
ChrX_MullerAD,9000001,9100000,9050965,3673,0.1615,0.1507,0.0252,0.1848,0.1959,0.1885,0.0682,0.1152,0.2301
ChrX_MullerAD,9100001,9200000,9150670,4969,0.1766,0.1744,0.034,0.1991,0.2059,0.191,0.0515,0.1042,0.1811
ChrX_MullerAD,9200001,9300000,9247565,4894,0.1564,0.1538,0.0093,0.1746,0.1816,0.1624,0.0482,0.1158,0.1956
ChrX_MullerAD,9300001,9400000,9352444,5085,0.1575,0.1245,0.0208,0.1751,0.1835,0.1964,0.085,0.1097,0.3083
ChrX_MullerAD,9400001,9500000,9444486,4961,0.1552,0.1524,0.0104,0.1802,0.1815,0.1598,0.0647,0.1163,0.1918
ChrX_MullerAD,9500001,9600000,9545419,4052,0.1363,0.1395,0.0182,0.1562,0.1667,0.1475,0.0512,0.1189,0.1824
ChrX_MullerAD,9600001,9700000,9651310,4178,0.1179,0.1082,0.007,0.1246,0.1331,0.1088,0.0389,0.1105,0.1794
ChrX_MullerAD,9700001,9800000,9749079,4766,0.1405,0.1363,0.0214,0.16,0.1703,0.1357,0.0591,0.1154,0.1578
ChrX_MullerAD,9800001,9900000,9848813,4690,0.1355,0.1333,0.009,0.1566,0.1636,0.1589,0.0622,0.1225,0.2328
ChrX_MullerAD,9900001,10000000,9949425,4914,0.154,0.0813,0.0043,0.1706,0.1745,0.0936,0.1378,0.1141,0.2244
ChrX_MullerAD,10000001,10100000,10049514,4343,0.1225,0.1177,0.0121,0.1332,0.1364,0.1265,0.0419,0.1041,0.1928
ChrX_MullerAD,10100001,10200000,10154871,2765,0.1023,0.0902,0.0129,0.103,0.1076,0.0996,0.0267,0.0913,0.1938
ChrX_MullerAD,10200001,10300000,10247895,3442,0.1262,0.0943,0.0358,0.1345,0.133,0.1125,0.077,0.0768,0.1754
ChrX_MullerAD,10300001,10400000,10348608,4114,0.16,0.142,0.0369,0.1853,0.1919,0.1939,0.0822,0.1062,0.2429
ChrX_MullerAD,10400001,10500000,10448664,4868,0.1548,0.1049,0.0425,0.1713,0.1781,0.1895,0.1063,0.0941,0.3167
ChrX_MullerAD,10500001,10600000,10554019,3713,0.1391,0.1221,0.0127,0.1531,0.1613,0.1694,0.0634,0.1125,0.276
ChrX_MullerAD,10600001,10700000,10648365,3790,0.1646,0.1794,0.0206,0.1858,0.1873,0.2089,0.0322,0.1059,0.2165
ChrX_MullerAD,10700001,10800000,10750181,4704,0.1453,0.1527,0.0089,0.1603,0.1564,0.1499,0.03,0.1017,0.1729
ChrX_MullerAD,10800001,10900000,10845023,5172,0.1566,0.149,0.0118,0.17,0.1642,0.1548,0.0431,0.0956,0.1866
ChrX_MullerAD,10900001,11000000,10948055,4583,0.1543,0.1056,0.0414,0.1728,0.167,0.2106,0.1097,0.0832,0.3535
ChrX_MullerAD,11000001,11100000,11047227,4097,0.1658,0.1085,0.0726,0.1926,0.1919,0.2351,0.1302,0.0802,0.343
ChrX_MullerAD,11100001,11200000,11142653,3346,0.1793,0.1372,0.0995,0.2058,0.2016,0.2461,0.1029,0.0637,0.2645
ChrX_MullerAD,11200001,11300000,11249355,4567,0.1325,0.132,0.0318,0.1427,0.1283,0.1441,0.0309,0.0661,0.1713
ChrX_MullerAD,11300001,11400000,11349125,4529,0.1515,0.1392,0.0129,0.1584,0.1424,0.122,0.0344,0.0758,0.1312
ChrX_MullerAD,11400001,11500000,11446088,4950,0.1206,0.1279,0.0082,0.1299,0.11,0.1106,0.0181,0.0727,0.133
ChrX_MullerAD,11500001,11600000,11546066,3897,0.144,0.1388,0.0155,0.1501,0.1175,0.1143,0.0242,0.0513,0.1085
ChrX_MullerAD,11600001,11700000,11648986,4705,0.168,0.1818,0.0243,0.1874,0.1596,0.1904,0.0285,0.072,0.1786
ChrX_MullerAD,11700001,11800000,11743960,3080,0.1225,0.1194,0.0065,0.1308,0.1232,0.1359,0.0316,0.0904,0.2205
ChrX_MullerAD,11800001,11900000,11855112,4724,0.1522,0.165,0.0238,0.1701,0.1665,0.1989,0.029,0.0956,0.2221
ChrX_MullerAD,11900001,12000000,11941693,3401,0.1493,0.1525,0.0105,0.1611,0.1264,0.1523,0.0266,0.0605,0.1764
ChrX_MullerAD,12000001,12100000,12052235,3070,0.1418,0.1337,0.0049,0.1453,0.1178,0.1149,0.0214,0.0612,0.137
ChrX_MullerAD,12100001,12200000,12152625,3595,0.1914,0.1759,0.101,0.1952,0.1997,0.1983,0.0243,0.0521,0.1202
ChrX_MullerAD,12200001,12300000,12247162,3795,0.1546,0.1613,0.0231,0.1629,0.1635,0.1759,0.0128,0.0901,0.1897
ChrX_MullerAD,12300001,12400000,12351417,5257,0.1512,0.1637,0.0807,0.1612,0.1559,0.1695,0.0098,0.0494,0.1059
ChrX_MullerAD,12400001,12500000,12450184,4342,0.1844,0.1855,0.0162,0.1924,0.1907,0.2044,0.016,0.092,0.204
ChrX_MullerAD,12500001,12600000,12546956,5531,0.1922,0.1996,0.021,0.2013,0.2358,0.2495,0.0111,0.1217,0.2414
ChrX_MullerAD,12600001,12700000,12648511,4382,0.1244,0.1249,0.0109,0.1277,0.1336,0.1405,0.0097,0.0988,0.2104
ChrX_MullerAD,12700001,12800000,12755760,4782,0.1358,0.1441,0.012,0.1456,0.1313,0.1531,0.0163,0.0803,0.1931
ChrX_MullerAD,12800001,12900000,12854183,3246,0.1122,0.1067,0.011,0.1132,0.1029,0.1008,0.0137,0.0707,0.1522
ChrX_MullerAD,12900001,13000000,12947536,4669,0.1625,0.1784,0.0228,0.1785,0.1867,0.2228,0.0193,0.1063,0.237
ChrX_MullerAD,13000001,13100000,13046000,4215,0.1503,0.1596,0.0122,0.1637,0.1899,0.2122,0.0225,0.1301,0.2668
ChrX_MullerAD,13100001,13200000,13155992,3987,0.1369,0.1321,0.0152,0.1409,0.163,0.1709,0.0187,0.1158,0.2509
ChrX_MullerAD,13200001,13300000,13249363,4348,0.1466,0.1616,0.0113,0.1603,0.1706,0.1918,0.0164,0.1145,0.2312
ChrX_MullerAD,13300001,13400000,13346585,3686,0.1412,0.1518,0.016,0.153,0.1672,0.1899,0.0178,0.1145,0.2415
ChrX_MullerAD,13400001,13500000,13449137,3332,0.1413,0.1462,0.0088,0.1533,0.1513,0.1733,0.0262,0.1006,0.2324
ChrX_MullerAD,13500001,13600000,13548461,3995,0.1728,0.1332,0.0077,0.179,0.192,0.191,0.0609,0.1089,0.2951
ChrX_MullerAD,13600001,13700000,13650746,3631,0.1635,0.1419,0.0292,0.1704,0.2016,0.2264,0.0435,0.1163,0.3055
ChrX_MullerAD,13700001,13800000,13744201,2559,0.1789,0.1462,0.0109,0.1763,0.1933,0.2108,0.0316,0.1024,0.2939
ChrX_MullerAD,13800001,13900000,13854259,3214,0.1734,0.1178,0.0173,0.159,0.2176,0.2331,0.0332,0.1271,0.3877
ChrX_MullerAD,13900001,14000000,13949413,3971,0.1889,0.1865,0.0067,0.2049,0.224,0.2614,0.0358,0.122,0.2915
ChrX_MullerAD,14000001,14100000,14049150,4350,0.1984,0.1899,0.0203,0.2093,0.2269,0.2625,0.0303,0.1089,0.2742
ChrX_MullerAD,14100001,14200000,14147464,3988,0.2004,0.1903,0.0126,0.2149,0.1983,0.2656,0.0384,0.0867,0.2845
ChrX_MullerAD,14200001,14300000,14240504,2143,0.131,0.1024,0.0089,0.1234,0.1511,0.1626,0.0214,0.1137,0.3238
ChrX_MullerAD,14300001,14400000,14359164,3591,0.158,0.1469,0.0188,0.1634,0.1744,0.1927,0.0279,0.1008,0.2533
ChrX_MullerAD,14400001,14500000,14448789,3961,0.1614,0.1466,0.016,0.1731,0.1677,0.1926,0.0469,0.0918,0.257
ChrX_MullerAD,14500001,14600000,14551182,3855,0.1449,0.0493,0.0033,0.1521,0.1514,0.2092,0.158,0.0999,0.6312
ChrX_MullerAD,14600001,14700000,14648834,4487,0.1762,0.0453,0.0249,0.1794,0.1989,0.246,0.1654,0.1029,0.6527
ChrX_MullerAD,14700001,14800000,14749972,4234,0.18,0.0897,0.044,0.1798,0.2259,0.2653,0.105,0.1138,0.4757
ChrX_MullerAD,14800001,14900000,14849103,3599,0.1678,0.1185,0.0146,0.182,0.1912,0.2193,0.0925,0.1095,0.3691
ChrX_MullerAD,14900001,15000000,14948707,3140,0.1218,0.0645,0.0141,0.1206,0.1273,0.1195,0.0948,0.0911,0.3547
ChrX_MullerAD,15000001,15100000,15052603,2969,0.1219,0.0725,0.036,0.1276,0.1414,0.1518,0.1021,0.0938,0.3553
ChrX_MullerAD,15100001,15200000,15145055,2677,0.1656,0.1081,0.0658,0.1632,0.1959,0.2109,0.0664,0.0881,0.3134
ChrX_MullerAD,15200001,15300000,15254706,1824,0.132,0.0712,0.0521,0.1136,0.1559,0.1443,0.0404,0.0881,0.3095
ChrX_MullerAD,15300001,15400000,15346049,1230,0.1031,0.0898,0.1002,0.1276,0.1525,0.1103,0.1126,0.0849,0.0567
ChrX_MullerAD,15400001,15500000,15460719,2473,0.1294,0.0925,0.0655,0.1299,0.1348,0.1086,0.0603,0.0539,0.1105
ChrX_MullerAD,15500001,15600000,15532820,1939,0.1546,0.1226,0.1266,0.1846,0.1838,0.2152,0.113,0.0506,0.2099
ChrX_MullerAD,15600001,15700000,15656417,3544,0.1335,0.11,0.076,0.1605,0.1489,0.1624,0.1097,0.0608,0.1973
ChrX_MullerAD,15700001,15800000,15751150,3622,0.1455,0.1152,0.1066,0.1693,0.1708,0.2026,0.1031,0.0559,0.2267
ChrX_MullerAD,15800001,15900000,15850474,3242,0.1626,0.1112,0.0806,0.1854,0.1851,0.213,0.1168,0.0716,0.2894
ChrX_MullerAD,15900001,16000000,15946482,2614,0.1603,0.0896,0.1154,0.1528,0.1761,0.1667,0.0741,0.0439,0.1957
ChrX_MullerAD,16000001,16100000,16052772,2537,0.1897,0.1153,0.1172,0.2042,0.1824,0.2258,0.1099,0.0289,0.2552
ChrX_MullerAD,16100001,16200000,16148792,2920,0.1963,0.1095,0.1164,0.2119,0.1893,0.2053,0.1216,0.0318,0.2313
ChrX_MullerAD,16200001,16300000,16244404,1829,0.1765,0.1067,0.1247,0.1783,0.1716,0.1741,0.0861,0.0225,0.1601
ChrX_MullerAD,16300001,16400000,16338741,2067,0.165,0.0911,0.0457,0.1866,0.1403,0.1813,0.1406,0.041,0.3362
ChrX_MullerAD,16400001,16500000,16453311,1450,0.0878,0.0798,0.0591,0.1422,0.0907,0.15,0.216,0.0366,0.2799
ChrX_MullerAD,16500001,16600000,16544633,2880,0.2035,0.0963,0.1477,0.2052,0.226,0.2363,0.1139,0.0455,0.2766
ChrX_MullerAD,16600001,16700000,16645014,2173,0.1751,0.0694,0.0809,0.1831,0.1582,0.202,0.1444,0.0331,0.3894
ChrX_MullerAD,16700001,16800000,16751701,1631,0.1767,0.0607,0.0933,0.1773,0.1564,0.2193,0.1408,0.0232,0.4303
ChrX_MullerAD,16800001,16900000,16834867,642,0.1435,0.0713,0.0659,0.1412,0.1247,0.1615,0.0984,0.026,0.3242
ChrX_MullerAD,16900001,17000000,16956994,1727,0.1264,0.0465,0.0109,0.1235,0.1166,0.1324,0.1256,0.0726,0.4949
ChrX_MullerAD,17000001,17100000,17053657,1783,0.1397,0.0456,0.0164,0.1315,0.1312,0.144,0.1216,0.0727,0.5132
ChrX_MullerAD,17100001,17200000,17150708,1837,0.1921,0.0328,0.0932,0.1609,0.2095,0.22,0.1168,0.0643,0.5486
ChrX_MullerAD,17200001,17300000,17253205,1300,0.1964,0.0454,0.0134,0.19,0.2,0.1804,0.1529,0.0911,0.5894
ChrX_MullerAD,17300001,17400000,17355476,3169,0.2159,0.0647,0.0217,0.1988,0.2523,0.2679,0.1197,0.1132,0.5976
ChrX_MullerAD,17400001,17500000,17441359,2956,0.1817,0.0062,0.0057,0.1656,0.1872,0.1626,0.1789,0.0967,0.9026
ChrX_MullerAD,17500001,17600000,17566092,2026,0.1818,0.0115,0.0178,0.2032,0.1985,0.2411,0.2425,0.1008,0.8634
ChrX_MullerAD,17600001,17700000,17645694,2950,0.2113,0.0142,0.0124,0.2266,0.2114,0.2606,0.2271,0.089,0.8664
ChrX_MullerAD,17700001,17800000,17752315,2674,0.1672,0.0129,0.0835,0.1852,0.1675,0.1993,0.2363,0.0474,0.6522
ChrX_MullerAD,17800001,17900000,17853100,2132,0.1334,0.0059,0.0082,0.1586,0.1318,0.1711,0.2683,0.0864,0.9021
ChrX_MullerAD,17900001,18000000,17950058,2660,0.1795,0.0144,0.0184,0.1969,0.1935,0.2057,0.232,0.098,0.817
ChrX_MullerAD,18000001,18100000,18048721,1674,0.1396,0.0085,0.0094,0.147,0.1507,0.149,0.2221,0.1015,0.8531
ChrX_MullerAD,18100001,18200000,18154449,1282,0.0892,0.0113,0.0116,0.1082,0.1022,0.0837,0.2572,0.1067,0.6964
ChrX_MullerAD,18200001,18300000,18243102,1782,0.1557,0.0208,0.0196,0.1959,0.1734,0.2027,0.269,0.1017,0.7633
ChrX_MullerAD,18300001,18400000,18320420,191,0.1305,0.0639,0.0972,0.1376,0.2236,0.2214,0.114,0.1899,0.4464
ChrX_MullerAD,18400001,18500000,18481306,232,0.2202,0.1263,0.0872,0.2375,0.2324,0.2673,0.0956,0.0612,0.3259
ChrX_MullerAD,18600001,18700000,18645444,152,0.2,0.1248,0.0,0.202,0.141,0.1566,-0.0111,0.0267,0.2588
ChrX_MullerAD,19200001,19300000,19259727,139,0.1099,0.0976,0.0788,0.1519,0.1674,0.1367,0.1621,0.1146,0.1504
ChrX_MullerAD,19400001,19500000,19458318,137,0.113,0.0813,0.0883,0.142,0.131,0.1858,0.1532,0.0629,0.3273
ChrX_MullerAD,19500001,19600000,19534399,284,0.0986,0.0236,0.0421,0.0764,0.2005,0.1909,0.0595,0.2181,0.672
ChrX_MullerAD,19900001,20000000,19970172,757,0.0931,0.0292,0.025,0.0684,0.0719,0.0456,0.0369,0.027,0.1921
ChrX_MullerAD,20000001,20100000,20042151,1043,0.0625,0.0026,0.0044,0.0452,0.0479,0.0335,0.1,0.0454,0.7833
ChrX_MullerAD,20100001,20200000,20148287,946,0.0533,0.0013,0.0048,0.0382,0.0439,0.0342,0.1016,0.0541,0.8449
ChrX_MullerAD,20200001,20300000,20252235,1082,0.0731,0.0034,0.0047,0.0444,0.0545,0.0278,0.0442,0.0423,0.6971
ChrX_MullerAD,20300001,20400000,20350604,1019,0.0762,0.0028,0.0415,0.052,0.0744,0.0606,0.0823,0.0385,0.5421
ChrX_MullerAD,20400001,20500000,20430555,778,0.0825,0.0081,0.0345,0.0673,0.0679,0.0644,0.1247,0.022,0.5234
ChrX_MullerAD,20500001,20600000,20540523,780,0.1172,0.0018,0.0743,0.1004,0.1058,0.103,0.1619,0.0163,0.5593
ChrX_MullerAD,20600001,20700000,20658820,749,0.0644,0.0054,0.0221,0.0588,0.0494,0.0496,0.1667,0.0183,0.5844
ChrX_MullerAD,20700001,20800000,20738431,693,0.0696,0.0141,0.0142,0.0562,0.0514,0.0486,0.0954,0.0264,0.4692
